review,label,y_predict
trên cả toẹt vời vẫn hay ghé đây nhưng ng rỗng túi vì hủ_tiếu mì ngon đậm_đà mà ăn vẫn no_nê signature vẫn là hủ_tiếu hồ nhưng mình thích gọi mì hơn menu của quán phong_phú lắm có cả cơm lẩu các món đậu hủ tráng_miệng có tofu bánh flan,2,2
nhân_viên nhiệt_tình dễ_thương,2,2
ăn bao_nhiêu quán lẩu ếch mà ưng mỗi quán này,2,2
2 người tầm 100k nha,0,0
nghĩ sao mà trà tropical cho trà túi lọc lạt nhắt ko hương_vị j cả rồi đưa nước đường rót thêm vào,1,1
bánh_tráng ăn ngon lắm có mỡ hành với xoài khá là đúng điệu ngon nhưng mà giá lại rẻ nữa rất phù_hợp với học_sinh sinh_viên,2,2
quán dạng vỉa_hè chỗ ngồi cũng hạn_chế nên thường mua về thôi cô chủ quán cũng rất là thân_thiện,2,2
hến cả đống to béo đầy thịt tóp_mỡ cũng giày cộm có đậu_phộng rang,2,2
thịt gà_nòi chắc bà cố nhai mỏi hàm luôn đc nguyên cái đùi với cả nhiều thịt lắm mùi kì dầu k rõ nhưng mình vẫn rất ưng món nàyy quán nhỏ chị pv dễ_thương nhanh_nhẹn,2,2
không_gian quán bình_dân hơi chật trời này mà ngồi hơi bị nóng quán đông hay bị thiếu bàn,1,1
2 ng đi ăn thêm cả trángg miệng khoảng 100k là oke rồi,0,0
thật mừng khi ti ti mở gần nhà mình đỡ tốn công đi xa,0,0
quán nhỏ nhưng sạch_sẽ,2,2
winter roll thì có phần nhân cuộn bên trong được tẩm ướp đậm_đà xong chiên giòn giòn ăn thích lắm nên mình siêu kết món này luôn còn salmon roll thì nhân tươi lắm ăn rất thích,2,2
oursaigon cơm hến ở đây là tuyệt nhất mà mình từng ăn luônn,2,2
vừa căng bụng quán vỉa_hè phục_vụ nhanh_nhẹn tuy k có chỗ giữ xe phải để dzưới lề_đường nên hên xui dzễ hết chỗ lắm,2,2
đối_diện trường cao_đẳng kinh_tế 2 người đi ăn hết 60k,0,0
tô chất_lượng cho bữa sáng truyền_thống toẹt vờii phở hoà 260c pasteur 1 tô nạm gầu mềm 65k cực chất ăn no căng chất_lượng nước dzùng thấy cũng okee như ri là được tô phở ngon rồi,2,2
quán đông nên pv hơi lâu ngoài phở nhiều món tráng_miệng lắm như bánh flan pateso,1,1
giữ xe hình_như 4k 2 ng ăn hết khoảng 140k,0,0
bánh_canh bò viên 50,0,0
cắn vào ngập răng luôn có_thể cảm_nhận miếng gân trong đó cùng với nhiều tiêu tuy tất_nhiên sẽ có bột rồi,2,2
fan bò viên nên ghé qua thử ăn cho sướng nha,2,2
phố nhật địa_chỉ 39 nguyễn thái học q,0,0
hcm địa_điểm để ăn đồ nhật giá rẻ chính là ở đây rồi nè,2,2
tụi mình gọi 1 phố nhật salada 35k 1 winter roll 58k 1 spicy salmon roll 52k 1 kaisen yaki udon 98k và 2 soda,0,0
phố nhật salada là món salad để ăn kèm thôi mà sốt ngon quá nên tụi mình ăn còn nhiều hơn món chính nữa,2,2
bánh_canh cua ngon rẻ bánh_canh cua gia_truyền 25ktô,2,2
credit quan an vat titi,0,0
bánh_tráng ăn ngon một phần khá nhiều bánh_tráng và trứng cút,2,2
quán sạch_sẽ kha mát phục hơi lâu xíu,2,2
hai bạn đi ăn chi khoảng 40k,0,0
bánh_mì lúc_nào cũng được cô nướng lại nên giòn và nóng_hổi,2,2
có nhiều món để lựa_chọn xíu_mại xúc_xích chả thịt nguội lạp_xưởng,0,0
ngoài_ra còn được kèm theo một đĩa đồ chua và dưa_leo để ăn cho đỡ ngán,0,0
cô chú bán rất dễ_thương và nhiệt_tình,2,2
cô làm nhanh nên không lúc_nào phải đợi,2,2
nuóc chấm cũng ngon,2,2
bánh_xèo nhựt bổn bự bằng cái pizza size s mà dày gấp đôi,0,0
cơ_mà 50k cho 1 món nhật mà ăn no hơi bị hạp lý rồi buồn cái là chế_biến quá lâu đợi gần 1 tiếng đồng_hồ mới lên thôi_thì đành ngồi ngắm cảnh chờ thời view cầu công_lý thì sết sảy luôn,0,0
bát bún quá vị đại và quá rẻ,2,2
nước_dùng hơi nhạt,1,1
nhân bên trong nhiều 1 viên cũng khá to theo mình thì ngon nhất là xíu_mại,2,2
thường thì mình vẫn gọi 1 dĩa thập_cẩm ăn_vậy sẽ đỡ ngán hơn,0,0
người bán dễ_thương cười miết luôn hihi,2,2
bò hơi dai xíu nhưng nêm nếm rất ngon_ăn rất vừa_miệng pate ăn cũng khá ngon salad tươi nhưng ở đây không có hành_tây như những chỗ khác,2,2
quán rộng nhưng hơi nóng do bếp để ở khu_vực ăn_uống luôn,1,1
nhân_viên không nhiệt_tình cho lắm hơi khó_chịu với khách,1,1
giá ở đây không quá mắc trung_bình 2 bạn tầm 90k,0,0
nhưng chất_lượng bù lại tất_cả nha,2,2
bánh_mì chảo lề_đường quận 1,0,0
giá_cả cũng bình_thường không cao cũng không thấp một cái bánh_giò 10k trung_bình 2 người ăn khoảng 100k nhé,0,0
tụi mình hay tới đây ăn trưa,0,0
credit hạnh hoàng,0,0
bánh_tráng nướng pizza việt_nam,0,0
bánh cũng ok,0,0
chỗ ngồi vỉa_hè rộng_rãi khál ý_tưởng í,2,2
quán hơi đông nên đi lúc 7h 7h là ok,0,0
waffle vốn nhiều bột nếu ăn kèm với socola hay dâu_tây kem lạnh sẽ ngon và thích hơn ăn với whipping cream quá nhiều béo sẽ dễ gây ngấy,0,0
bột bánh waffle sau khi nướng có độ dai mềm cạnh cháy giòn nhẹ rất ngon,2,2
bánh_tôm đem ra ăn cũng được nhưng mình thấy chưa được kiểu nóng_bỏng lưỡi hay gì tôm thì cũng bé ý mà ăn cũng tạm đượ cái quán view đẹp sát hồ chứ đồ ăn đắt quá,1,1
quán rộng nhưng hầm phục_vụ hơi chán,1,1
ngược_lại kiu 2 ly trà ở đây hơi thất_vọng cho 1 nơi sang_trọng đẳng_cấp thế này phải nói siêu_tệ,1,1
vừa rẻ vừa ngon nhưng quán có đặc_điểm là những ngày lễ tết đông khách mà đến ăn tầm 8 9h là làm qua_loa k ngon như ngày thường,2,2
giá_cả tuỳ_thuộc vào những loại đồ ăn các bạn chọn nha,0,0
quán nhỏ phục_vụ hơi chậm tầm 10 15p chờ món,1,1
tối cuối tuần khá đông nên đặt chỗ trước cho chắc_ăn,0,0
chúc cả nhà ngon_miệng,0,0
bánh không có trứng cút như những chỗ khác nhưng nhân làm ngon có_điều hơi ngán do bột nhiều quá ăn 2 3 cái là no mất rồi,2,2
ko có ai coi xe,1,1
dĩa thì 24k như hình chưa có nem chả,0,0
quầy nước kèm theo rất good,2,2
món ăn chất_lượng ăn đáng đồng_tiền nhưng phải đợi rất lâu mới tới lượt pbục vụ có vẻ ko đc tốt,1,1
ngồi vỉa_hè thỉnh_thoảng vẫn bị công_an đuổi,1,1
35kđĩa nhưng nhìn tưởng ít mà hoá_ra mình k ăn hết được đĩa này ý vì sâu lòng nhiều bò nhiều rau nhiều phở,1,1
good về độ nhiều và sạch_sẽ để xe thoải_mái 3 gian cửa hàg rộg mỗi tội hơi xa tý,2,2
à nướng ở đây ăn ngon thịt mềm ướp vừa ăn_giá lại rẻ 120k con quán có khu_vực ngồi ngoài đường hay trong nhà đều được bà chủ ở đây thân_thiện và mến khách lắm phục_vụ cũng tốt nước_chấm ăn gần hết thì khỏi kêu cũng có_nhân_viên châm thêm cho nhưng khổ cái xa quá không thui chắc định_cư ở đây lâu_dài rùi hehe,2,2
ah nghĩ tới bít tết là thèm ah mình gọi phần combo 4 món bít tết trứng xíu_mại và pate,0,0
đầu_tiên là bò nhé thịt rất mềm và thơm mùi sữa nữa thịt nêm vừa ăn,2,2
pate thì cực ngon ko phải pate hộp như mấy chỗ khác đâu cảm_nhận được gan và thịt luôn nhé và rất thơm bánh_mì hơi mềm xíu nêua giòn thì ok hơn,2,2
chạo ốc siêu ngon lâu lắm rồi mới ăn chạo ốc ngon_vậy,2,2
phần rau nhiều nấm ngon tươi,2,2
mình bị ghiền nấm với rau ăn đẹp da nhân_viên dễ_thương quán rộng nướng ko bị ám mùi,2,2
chú giữ xe cũng dễ_thương,2,2
mình gọi món khác,0,0
1 phần 2 người,0,0
2 người tầm 200k mới đủ,0,0
1 phần cháo 39k có_thể chọn vị cho cháo và ếch,0,0
tô đầy_đủ có tôm giống tôm tươi băm rồi trụng tươi và ngọt chả và bò viên cũng thơm và ngon có thịt bò bằm và trứng trụng lòng_đào nữa,2,2
nước_lèo ngọt và trong dễ ăn lắm lun,2,2
đồ nhiều ngon rẻ mỗi tội không_gian hơi chật,0,0
chỗ này do tình_cờ phát_hiện nằm trong hẻm hốc ngoằn_ngoèo dễ sợ,0,0
giá_cả 30k mâm bánh_bèo chén,0,0
rồi thêm nữa thích nhất cái nước giấm trộn gỏi đó đủ chua ko bị quá_tay chút nào,2,2
nước_dùng mặn mặn ngọt ngọt thơm kiểu bột muối tôm nói_chung là có khác lạ so với những chỗ mì cay rần_rần mấy tháng qua giá_cả cũng hợp_lý với chất_lượng,2,2
tổng_quan là đồ ăn_ở phố nhật theo mình thấy thì chất_lượng lắm mà giá rất chi là học_sinh sinh_viên luôn điểm cộng thêm nữa là menu đa_dạng lắm còn dàn nhân_viên thì nhiệt_tình chu_đáo vô_cùng,2,2
cơm dẻo thơm gà xé mềm có trộn qua gia_vị nên khá vừa_miệng một phần hơi ít trà đá và khăn tính tiền,2,2
ưu_điểm giá khá rẻ đồ cuốn cuốn ngon bánh_ướt được đổ mới hoàn_toàn lúc_nào cũng nóng_hổi ăn rất đã,2,2
thường là không có bàn,1,1
chỗ ngồi hơi nóng,1,1
món ngon chỗ ngồi bình_dân giá một bánh hơi cao so với quê mình,1,1
to cao như mình phải ăn tầm 55k mới no,0,0
có khô mực trứng cút rau_răm xoài chỉ khác ở chỗ có thêm chả vs nước sốt giống như nước_mắm me ak ăn rất vừa_miệng kèm ớt sa tế ở đây cũng ngon lắm nhen,2,2
nếu ăn_liền thì nhờ trộn dùm sẽ ngon hơn,0,0
mà trộn để lâu sẽ bị mềm nhão ko ngon đâu ở đây dạng take away nên chỉ có 1 cái bàn nhỏ đặt trước ngân_hàng vietcom bank có dán poster để khách thấy chứ ko có cửa tiệm j đâu nha nên hơi khuất khó nhìn thấy ak vs số ở đường này loạn cả lên đi qua ngã tư có đèn giao_thông_qua san fu lou xíu là thấy hà,1,1
mì trộn cay 45k mấy nay mưa mới dám ăn đó,0,0
thích chỗ này vì có mí trộn chứ ko phải mì nước như những chỗ khác,2,2
mình ăn siêu caythêm bột ớt cay và công_nhận nó cay thiệt mì là mì hàn quốc sợi dai trộn bột ớt đều đỏ léc,0,0
đồ ăn kèm cũng nhiều thịt bò thì trụng có miếng còn tái nhiều quá xúc_xích giòn dai kim chi ngon,2,2
tô cháo ko thì 12k nà,0,0
nói lòng thì chắc_chắn là có gan mề tim,0,0
quán vỉa_hè nép bên con hẻm nhỏ chị chủ bốc đồ ăn bằng tay không nên không giành cho những bạn bụng yếu nhé,1,1
trời mưa đi ăn mấy món nướng nhậu như thế này thì còn gì bằng,0,0
ai thích gân bò thì sẽ mê món gỏi gân bò hoa chuối và gân bò sốt nấm đông cô ở đây,2,2
còn 1 món ai ăn được cay nên thử đó là ếch sabo vì lạ lém thơm mùi tỏi với có cả hoa hồi dậy vị vô_cùng,2,2
khuyết là_hơi xa trung_tâm,1,1
tết_nhất nên chỗ nào cũng đông chỗ này đông_nghẹt người,1,1
về lẩu thì nước_dùng ngon hải_sản ăn kèm khá ít cho giá 250k,1,1
oursaigon ăn_ở đây cả trăm lần nhưng bây_giờ mới review,0,0
bánh_cuốn tây hồ chất_lượng tuyệt_vời địa_chỉ 127 đinh tiên hoàng đa kao q1,0,0
vỏ bánh_tráng mềm dai bánh nóng nên ăn_liền sẽ ngon hơn,2,2
mình đi buổi tối quán động cực_kì chỗ ngồi san_sát nhau vì số_lượng khách động nên việc ngồi chờ món lâu hơn,1,1
phần như hình là 12 bánh_tráng phơi sương thịt giò102k1 phần thì là 173k dọn kèm bánh_tráng phơi sương dẻo rau rừng tươi xanh dĩa đồ chua nước_mắm mắm_nêm,0,0
quán rộng_rãi view khá đẹp và cũng thoáng lắm,2,2
khách của quán đông nên nhiều khi nhân_viên phục_vụ không được nhanh cho lắm,1,1
thịt heo rừng giá theo kì nên nhớ hỏi trước nhưng trung_bình là 150k 1 phần,0,0
hai bạn đi chung chi khoảng 400k hơn là ổn nhé,0,0
1 bàn tiệc hoành_tráng 3 đứa ăn no muốn tắt_thở mà giá chỉ 228k ăn trung đợt giảm 10 mình thích nhất pad thái vs gà nướng đúng kiểu thái luôn quán nhỏ trong hẻm cơ_mà anh phục_vụ rất dễ_thương chế_biến hợp vệ_sinh bếp lộ_thiên lại còn có_thể xin nấu cùng đã,2,2
ngoài_ra quán còn cọ món tủ là bánh_canh 55k cháo sò lông cái này mình chưa ăn nhưng thấy ai vô cũng gọi hết,0,0
xem qua chương_trình ẩm_thực của nghệ_sĩ việt hương mình biết được quán này,0,0
trà đá 4kly khăn lạnh 2kquán nhiều khách nhưng nhân ciên vô_cùng niềm_nở dễ_thương nha không thích là tính tiền giữ xe 3k thoai,2,2
đồ ăn bánh_bèo bánh bột lọc bánh_nậm bánh_ít ram nem huế chả huế các loại,0,0
lozi lozisaigon chaovit anchinh ngon bổ rẻ,2,2
lúc tính tiền có tí choáng không dở nhưng cũng k xuất_sắc k xứng với số tiền bỏ ra,1,1
quán bình_dân nhưng giá nhà_hàng phần này 2ng mà giá 250 300k,1,1
mình thích blueberry soda hơn do có vị thanh mát lắm mà uống giải_khát siêu thích luôn strawberry thì vị nhạt hơn nên không ấn_tượng lắm nè,2,2
nhân_viên nhiệt_tình lịch_sự,2,2
hồi xưa đông lắm giờ vắng rồi được cái chất_lượng ko giảm xút cho lắm kkk,2,2
quán hơi nóng vì ko có máy_lạnh gửi xe 3k,1,1
1 phần ếch kho singapore 2 con là 60k mình chọn ăn kèm với cháo hành,0,0
nhân_viên phục_vụ nhanh quán hơi nóng ngồi ngoài thì sát đường nên hơi bụi nhé,1,1
menu cũng đa_dạng đừng nên đi sớm quá ko đủ món đâu,0,0
chỗ này lại nằm ngay đoạn 1 chiều nên mọi người đi từ từ kẻo hố nha,0,0
về soda thì tụi mình chọn một blueberry soda 27k cùng một strawberry guawa soda 26k,0,0
dimsum cho bữa sáng,0,0
oursaigon bò lá_lốt nhìn hấp_dẫn ăn cũng ổn,2,2
quán này nằm trên đường đinh tiên hoàng cũng đã rất lâu nổi_tiếng nên chắc bạn nào mê bánh_cuốn cũng đã từng dùng bánh_cuốn tại đây về không giankhông gian quán hơi nhỏ nhiều khi vào giờ cao_điểm khách đến đông quá phải ngồi chung bàn với người khác hoặc phải đợi có chỗ mới được ngồi và không có máy_lạnh chỉ có quạt_máy nên cũng hơi nóng 1 chút về thức ăn1 phần bánh_cuốn tuy không nhiều nhưng vừa đủ no cực_kì chất_lượng chất_lượng từ hình_thức đến mùi_vị hình_thức trang_trí bắt_mắt mùi_vị đậm_đà với chả_quế chả_lụa về cung_cách phục vụcó thể nói ở đây nhân_viên phục_vụ cũng khá chiều khách tận_tình về giá cảcó_vẻ hơi đắt nhưng mà tiền nào của nấy bánh_cuốn ở đây đã nổi_tiếng từ lâu_đời nên chuyện giá đắt như_vậy cũng chấp_nhận được nói_chung là nên dùng thử bánh_cuốn tại đây các bạn sẽ ghiền đấy,2,2
cập_nhật giá 1122015 phần 1 con cháo 35,0,0
000 phần 2 con cháo 70,0,0
000 phần 3 con cháo 90,0,0
000 có nước sâm 5k nước_ngọt tuỳ loại trà đá 2k quán lề_đường sạch_sẽ nấu ếch tại_chỗ cho khách xem,0,0
ngon,2,2
lúc nhóm mình đến phải đợi gần 2 tiếng đến trc ko đc ăn mà phải nhìn người đến sau ăn trc rất bực_bội đã vậy còn phải nhìn nhân_viên ăn mì trong khi đó khách chưa có_ăn chất s vì_vậy_mà nhóm mình đi về nhưng sau đó nhân_viên kêu lại nói mì của nhóm mình có rồi nên quay lại bạn nào muốn tập_tính kiên_nhẫn thì thử đi nha,1,1
hương_vị thơm ngon_ăn cay cay rất thích nêm nếm vừa_miệng,2,2
quán chỉ bán buổi sáng khá đông khách,0,0
khoai_môn chiên ăn cũng ngon chấm với đường và bơ,0,0
bò mềm hơi mặn tốt nhất ko nên chan thêm nước tương,0,0
phở khô gia lai nhìn y_hệt hủ_tiếu khô ăn kèm với tô nước_dùng đầy tái bò_viên,2,2
nhân_viên thì cũng bình_thường ko dễ_thương lắm mà cũng ko hằn hộc,0,0
salad tươi nhưnng ko có sauce,1,1
đây chủ_yếu bán các món về gà phở gà cơm gà,0,0
có_lẽ thích_hợp với khẩu_vị của tây hơn vì tây ko thích đậm_đà vừa_miệng như ng việt ăn ko có cảm_giác ngon_miệng gì hết,1,1
giá_cả cũng khá cao so với chất_lượng như_vậy,1,1
quán bánh_cuốn này thì nổi_tiếng rồi hen giá thì cao thôi rồi,0,0
cái bò lửa hồng cũng mặn lắm nha,1,1
mình con_gái ăn yếu mà cũng ko thấy no,1,1
nước_mắm pha ngon chả thì tuyệt_vời luôn mà ít giá mắc nên hok dám gọi nhiều,2,2
trứng thì 1 tô chín luôn còn 1 tô vẫn lòng_đào,0,0
king 2ng thì nước_lèo có thêm 2 con tôm và thịt bò,0,0
có ly nước là dễ_thương,2,2
1 dĩa vừa ăn ko nhiều quá có tàu hủ cho hơi ít rau cải thì nhiều hơn,1,1
cơm mềm sườn hơi khô tí được cái miếng to nước_mắm bình_thường,0,0
xíu_mại với bò thì ok ăn được,2,2
phần bò thập_cẩm ở đây gồm có bò trứng pate 1 chút phô_mai,0,0
nước_chấm để sẵn trên bàn,0,0
bánh_ướt được 1 dĩa chả 2 miếng chả_giò 2 miếng chả_quế mỗi phần 45k,0,0
có rau_sống ăn kèm nữa,2,2
thịt heo là rẻ nhất,0,0
nướng quá_lửa,1,1
ốc ko tươi,1,1
vị nước_lèo ở đây khá giống vị nước_lèo của bún nước cô huyền cho khá nhiều tiêu và hành,0,0
nhân đa_dạng lắm,2,2
chúng_tôi kêu bánh_ướt và bánh_cuốn nhân thịt,0,0
ở đây ngon nhất là bánh căn,2,2
thanh_nhàn,0,0
mà mình thấy mùi_vị ăn k ngon bằng cúc ken lắm chỉ là cảm_giác của mình thôi,0,0
nào thịt xá_xíu cá viên nào sườn hoành_thánh chiên trứng lòng_đào tôm thịt bò,0,0
thịt xá_xíu cắt miếng to dầy nhưng thịt hơi bị khô,0,0
2 người tầm 200k chán òm,1,1
hoành_thánh chiên cá viên ăn bt,0,0
có ng coi xe,2,2
nướng lên thì ôi_thôi khỏi bàn,2,2
mình thích lòng rán ở đây thơm và không bị nồng mùi nếu gọi suất lòng riêng là 20k,2,2
đợi hơi lâu nhưng bù lại nhân_viên nhiệt_tình giá hợp_lý,2,2
quán sạch_sẽ nhưng bí và rất nóng,0,0
một phần_vầy chỉ 12k thôi nhé hai bạn đi ăn trung_bình chi khoảng 50k thôi là ăn ngon rồi,2,2
bánh waffle ngọt một phần_vầy được tới 3 mùi_vị nên ăn_không ngán lại được tự chọn kem ăn được nhiều vị từ chua_ngọt tới đắng,2,2
quán đông đợi hơi lâu chút,0,0
phục_vụ các thứ thì ok,2,2
có thêm 2 ly pepsi nữa nhưng mình không nhớ giá chính_xác là bnhiu nên tạm là 140,0,0
quán đông nhân_viên phục_vụ nhiều nhưng hầu_như chỉ đứng một chỗ,1,1
nhưng hơi nhỏ mỏng bù lại thì giòn_rụm,0,0
à k có mỗi 1 vị là vị cay của bột ớt là hết rồi gà đa_phần chỉ toàn thịt nạc ở phần ức là chủ_yếu nên ăn còn chán hơn phô_mai chỉ là miếng phô_mai lát bt trong siêu_thị bỏ lên nên k có mùi_vị gì hết mùi thơm cũng k có luôn,1,1
khoảng_cách giữa các bàn có hơi hẹp khách không đông thì ok chứ đông chắc hơi bị chật í,1,1
nước_lèo khá lạ và ngon tuy_nhiên mình thấy không hấp_dẫn lắm,0,0
wifi chậm quá vô không được gì hết trơn hết trội,1,1
nhưng rau cải được cái tươi xanh,2,2
bánh mousse cranberries này siêu ngon í làm ghiền lun hà mà mình ko nhớ giá,2,2
rất đông khách,2,2
ổn nhưng trời thì nóng mà quạt không có cái quạt nào,0,0
giá_cả hơi cao 1 xíu 2 bạn ăn khoảng 220k nhé,1,1
lozisaigonoursaigon lau ngon,2,2
không_gian và diện_tích hơi chật xíu nhưng vừa đủ ngồi,0,0
quán đông lắm vào ăn là ngồi chờ cơ_mà chắc mới khai_trương nên vậy,0,0
bánh thì ok chỉ có không_gian là nhỏ à,2,2
bt lắm bánh_mì k ngon j hết vừa khô vừa cứg cứ như bánh cũ z đok,1,1
nhân_viên pv rất tốt nc nhỏ_nhẹ_dạ thưa đàng_hoàng,2,2
món này ngon tuyệt_vời nhg giá lại cao quá,0,0
ăn chút nữa mới đem phần chả mực ra ăn vào kb đang ăn cái gì,1,1
bún_bò ăn cũng khá đầy_đủ nhưng không được đậm_đà cho lắm hơi lạt bánh_bèo và nghêu hấp ăn cũng khá ngon nghêu ngọt thịt,0,0
ốc thì mình lại bốc chọn con sau đó có ng tới hỏi làm gì r mang ra,0,0
nói_chung từ thái_độ phục_vụ đến chất_lượng giá_cả,1,1
đều rất rất tệ,1,1
nhìn tưởng ít nhưng ăn 4 cuốn là no luôn,0,0
lên cho hợp_lí để còn ghé ăn nữa lên kiểu này hết dám ghé đã vậy còn k tặng nước_ngọt,1,1
vì quán nhỏ chật_hẹp mà khách thì rất đông nên tốt nhất nên mua đem về ăn cho thoải_mái,1,1
quán mh đang đi là cn2 không ngon lắm nhưq đc cái phục_vụ nhanh thân_thiện,0,0
3 bình_thạnh,0,0
ăn 19 xiên hết 342k,0,0
nghe khen nhiều lắm mà mình ăn thì thấy bình_thường,1,1
ốc mỡ thì dai,1,1
có nhiều mùi_vị,2,2
có mấy loại lận tuỳ mình chọn,2,2
ko vui_vẻ dễ_chịu,1,1
nước_chấm hơi ngọt cay,2,2
quán rộng thoải_mái mát_mẻ nhân vien phục_vụ và nhân_viên giữ xe chả thân_thiện tí nào không thích cho lắm,1,1
tổng_hết 112k thì phải 3 ăn 2 người như_vầy là okay r uống nc vô là no rùi nhân_viên hầu_hết là nam,0,0
nhân_viên phục_vụ nhanh hơi ồn_ào phía sau bếp,1,1
chấm với nước nắm đậu_phộng ăn bùi bùi,0,0
mỗi tội điểm trừ là đũa bẩn,1,1
nhưng xa quá xa,0,0
nửa con mà 3 ng ăn mãi mới hết,2,2
ấn_tượng đầu_tiên là không_gian quán sạch_sẽ thoáng rộng_rãi,2,2
nhiều nhất_là đậu và bún gọi_là phần 2 người chứ 3 người ăn cũng được,2,2
bạch_tuộc hơi ít không giống như hình quán chụp post fb nhưng bù lại nước sốt ngon đậm vị cơm nóng_hổi có xíu cơm,1,1
xôi trộn thập_cẩm ăn cũng được xôi ăn nóng rất dẻo nhưng mình k thích nấm trộn chung ăn k ngon tẹo nào,2,2
quán này đồ ăn ngon nhưng phục_vụ thì cực_kì lâu,1,1
trang_trí quán màu xanh chuối khá bắt_mắt,2,2
quán này khá nổi_tiếng ở sài_gòn,2,2
đặc_biệt là 1 anh luôn khó_chịu khi khách hỏi wifi,1,1
giá hơi nhỉnh hơn quán khác một_chút,1,1
tô thì chà_bá nhưng toàn là nước không hà,1,1
1 trong những quán xiên nướng đầu_tiên luôn đó nha,2,2
chè ở đây không thuộc dạng ngọt nên ăn chủ_yếu cho mát_mát,0,0
ăn_ở đây ngon nhưng thấy giá cao mà đồ ăn hơi ít,1,1
rau tươi xanh và nhiều nữa đủ ăn luôn không phải xin thêm,2,2
mình gọi 1 mì xá_xíu khô sủi cảo 1 hủ tíu mềm thì bưng ra lại là hủ tíu dai mà cứ 1 mực cãi đây là hủ tíu mềm,1,1
buổi trưa với buổi tối quán quá đông trong khi quán lại hơi nhỏ,1,1
quán này ăn ổn,2,2
rau thì cũng chưa được tươi lắm nhưng nếu đi ăn_ở đây các bạn nhớ gọi nước_mắm_nêm thì ăn mới ngon đó,0,0
quán này thuộc kiểu cao_cấp 1 chút chuyên nhiều món chứ ko phải chỉ có phở ko,2,2
4 đứa phải gọi mấy suất liên ăn mới đủ no,0,0
không quá xuất_sắc,0,0
lần sau sẽ order các món khác ăn thử vì ưng quán này ship nhanh_chóng,2,2
kim chi rất ngon sẽ quay lại nhiều lần nữa,2,2
ăn ốc mà muốn no thì 2 người phải 400500k rồi giá hơi cao tí mà mình thấy đáng,2,2
về giá_cả thì bên đây cao hơn bên kia 1 tí đồ ăn khoảng 59k 120k trở lên_nước uống salade tráng_miệng hầu_như đều 25k trở_lên,1,1
cháo nấu nhừ nấu loãng dễ ăn,0,0
nước_chấm lạ_miệng ko quen có_thể ăn tương bình_thường,0,0
giá hơi chát 1 tí 2 người ăn khoảng 132k,0,0
quán hơi nhỏ và nóng nhân_viên phục_vụ nhanh_nhẹn,0,0
điểm trừ là có khuyến_mại mà nhân_viên không giới_thiệu cho mình,1,1
giá lại chát 45 65ktô,1,1
nước uống cùng thể_loại so với quán khác thì mắc hơn,1,1
alla carbonara đây là nơi bán pasta mình thích nhất đó giờ mình cũng ăn thử nhiều chỗ rồi nhưng vẫn ưng_ý nhất chỗ này có thế các bạn thấy giá hơi mắc nhưng 1 dĩa chất_lượng lắm luôn có khi 1 người ăn còn không hết nhưng nếu 2 người ăn 1 dĩa sẽ không đủ no lozisaigon anngapmat,2,2
ấy là mình giỏi ăn cay lắm nhé,2,2
quán ở trong hẻm nên cũng hơi khó nhớ đường,1,1
ngonnnnncayyyyyymay nước refill không thì khạc ra lửa với món này,2,2
bưng ra cái nhìn là mê r công_bằng mà nói thì nó k dở nhưng mà cũng k phải đến mức ngon khen nức_nở trong phạm_vi oke ăn được,0,0
chỉ có ốc lớn n ốc vừa,0,0
ngon rẻ chỗ hơi chật,0,0
quán có địa_điểm thoáng_đãng vị_trí nằm gần ngã sáu gò vâp đường 2 chiều nên cũng thuận_tiện cho đi_lại,2,2
ai thích ăn đồ nhật đây là lựa_chọn thích_hợp kiểu cơm văn_phòng,0,0
ai lẩu ko 3 em tôm tuy ko to nhưng tươi ko sút đầu thịt chắc và ngon,2,2
điểm yếu duy_nhất là nó xa quá tt tận cầu tham lương,0,0
bún đậu a chảnh nổi_tiếng quá rồi chắc mình không cần nói nhiều nữa nhưng chi_nhánh này được hơn chỗ khác mình ăn là thập_cẩm có phèo nữa,0,0
cũng là hoàng ty nhưng mình thấy chất_lượng phục_vụ thua xa hoàng ty ở trương quốc dung,1,1
nv nhiệt tìnhnhưng giá lên ngày tết qá mắc,1,1
cafe ở đây là cafe rang xay nguyên_chất là_đà lạt chất_lượng lắm mà chỉ 15k ly thôi nè,2,2
dương trung hiếu,0,0
quán chè lâu năm nên nhìn ngoài siêu cũ_kĩ,1,1
nhìn nồi lẩu tưởng nhỏ cơ nà nhỏ thật,1,1
ăn cơm gà ở nhiều quán khác rồi nên thấy quán này ăn gọi là thường chả có gì đặc_biệt mà giá lại nhỉnh hơn chỗ khác đồ ăn bày thì k đẹp tí nào ý,1,1
nói_chung phải thử,2,2
sường thì được nêm rất vừa_miệng miếng sường khá to nhé vào đây thì yên_tâm cái ko phải thịt bậy_bạ nhưng bù lại giá ngột thở đồ chua thì lèo_tèo chán nhất vụ đó haizzz,0,0
giá đây cũng hơi cao 2 người tầm 180k,1,1
trứng thì canh chiên được lòng_đào thicha thật xíu_mại thì mềm và hơi nhỏ so với mình nghĩ hehehe,2,2
quán đông khách phục_vụ nhanh người ngồi ăn khá đông người mua về cũng nhiều,2,2
ở đây thấy mỗi nước_mắm ăn kèm là ko ngon,1,1
